release_date,year,artistName,trackName,trackID,acoustincess,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,chart_position,genres
1966-01-01 05:00:00,1966,Dusty Springfield,You Don't Have To Say You Love Me,1uLwVWTOpMqNkBsjpR1WB8,0.659,0.243,168467,0.655,1.28e-06,2,0.0821,-4.597,0,0.0363,111.965,3,0.575,54,35,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'rock', 'soul', 'vocal jazz']"
1966-01-01 06:00:00,1966,Capitols,Cool Jerk,1CQHMHRCDs1qioeseVTbaR,0.339,0.7040000000000001,166747,0.574,0.0,10,0.0705,-14.524,0,0.0611,83.955,4,0.763,46,36,['motown']
1966-01-01 07:00:00,1966,Neil Diamond,"Cherry, Cherry",2SS3WeSe24ZqTlTSK4KzQZ,0.0271,0.56,163907,0.8270000000000001,0.00285,8,0.0551,-4.157,1,0.0306,84.383,4,0.904,53,75,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
1966-01-01 08:00:00,1966,Cyrkle,Red Rubber Ball,213YUBpRZdZGCrtb2dcbzi,0.433,0.611,139493,0.518,0.0,9,0.0918,-9.982,1,0.0278,92.15,4,0.792,40,38,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'sunshine pop']"
1966-01-01 09:00:00,1966,Carla Thomas,B-A-B-Y,35w6fQ0Wnuv7aIryRx7gTq,0.428,0.74,177000,0.301,0.0,8,0.0782,-11.975,1,0.0467,113.61,4,0.669,58,39,"['classic soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
1966-01-01 10:00:00,1966,Paul Revere and The Raiders,Just Like Me,26zxM3tt5OnkxGFGuKyJHQ,0.378,0.67,153293,0.7959999999999999,1.19e-05,0,0.189,-7.717,1,0.0399,126.063,4,0.924,31,67,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock']"
1966-01-01 11:00:00,1966,Outsiders,Time Won't Let Me,7i4rIZqwNg4wtmYO6SDKru,0.35,0.438,181733,0.425,4.03e-05,11,0.48,-20.396,0,0.0307,150.239,4,0.841,38,42,[]
1966-01-01 12:00:00,1966,Tommy Roe,Hooray For Hazel,3koPNalAOcO8orv2MBvxen,0.0328,0.6559999999999999,149547,0.795,3.42e-06,9,0.0898,-7.337999999999999,1,0.0314,116.475,4,0.96,19,43,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
1966-01-01 13:00:00,1966,Tommy Roe,Sweet Pea,5WeHEbyAGCQ7fB3IF2FeD8,0.0601,0.586,132573,0.755,7.77e-05,4,0.1,-7.377999999999999,1,0.0341,119.634,4,0.963,35,44,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
1966-01-01 14:00:00,1966,Marvelettes,Don't Mess With Bill,4ZntRLy883TGeACsg4bOOI,0.65,0.6859999999999999,170347,0.685,0.0,2,0.158,-5.6,1,0.0331,115.617,4,0.525,31,74,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
1966-01-01 15:00:00,1966,Temptations,Ain't Too Proud To Beg,4CoGNqLap7UGU5Q3VdKug0,0.5489999999999999,0.763,156173,0.6559999999999999,0.0,0,0.125,-6.86,1,0.0417,118.394,4,0.926,65,48,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
1966-01-01 16:00:00,1966,Bob Lind,Elusive Butterfly,4T4LGFMX5ZSiCkuZNuOOel,0.187,0.511,171040,0.5670000000000001,0.0,3,0.127,-10.431,1,0.0267,94.306,4,0.757,27,50,['psychedelic folk rock']
1966-01-01 17:00:00,1966,Johnny Rivers,Secret Agent Man,6cYF2G5funXxQQ4XWPJ6q2,0.618,0.522,187640,0.7809999999999999,0.0,4,0.6940000000000001,-8.425,0,0.07400000000000001,79.82,4,0.892,46,53,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll']"
1966-01-01 18:00:00,1966,David Houston,Almost Persuaded,2Krnm3qWdy4VG5vTkT0cDn,0.861,0.251,176360,0.338,0.0,8,0.14400000000000002,-11.897,1,0.0382,81.642,3,0.353,45,72,['nashville sound']
1966-01-01 19:00:00,1966,Ray Conniff and The Singers,Somewhere My Love,1IYn7ytdb8byvHKS7S3Cat,0.867,0.477,148627,0.259,0.0,7,0.238,-16.096,1,0.0264,88.59,3,0.374,48,71,"['adult standards', 'easy listening']"
1966-01-01 20:00:00,1966,Cher,Bang Bang,6LLK7hZgXFYi5Jk4oRQvAl,0.223,0.418,166173,0.382,6.74e-06,7,0.211,-12.789,0,0.0294,167.049,4,0.873,40,60,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
1966-01-01 21:00:00,1966,Sandpipers,Guantanamera,6gtg5a7wYlQjy7n593D6dx,0.82,0.318,194933,0.257,0.00295,2,0.106,-15.879,1,0.0404,205.852,4,0.647,36,83,['bubblegum pop']
1966-01-01 22:00:00,1966,Paul Revere and The Raiders,Kicks,4fQlMCuJdHNPHjm0Y9txXc,0.0234,0.5429999999999999,163093,0.627,0.000867,8,0.298,-12.359000000000002,1,0.0289,129.036,4,0.569,37,25,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock']"
1966-01-01 23:00:00,1966,Count Five,Psychotic Reaction,77oq56JTlEBzAH7KNZHvx1,0.000288,0.355,189848,0.7609999999999999,0.0141,11,0.189,-6.309,1,0.0978,165.209,4,0.685,38,64,"['classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
1966-01-02 00:00:00,1966,Association,Cherish,7uGeDI6nJEdUYMsMd7mQyl,0.7759999999999999,0.51,207133,0.544,0.0,5,0.14400000000000002,-8.308,1,0.0282,110.197,4,0.598,46,2,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']"
1966-01-02 01:00:00,1966,Bobby Fuller Four,I Fought The Law,6Um3XCAxl9YfFmAnGl93xc,0.105,0.593,138360,0.804,2.22e-06,7,0.047,-5.497000000000001,1,0.0319,148.959,4,0.962,56,95,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'rock-and-roll', 'surf music']"
1966-01-02 02:00:00,1966,Shades Of Blue,Oh How Happy,6vc4xOtDRq6kDB2iKsfbbo,0.598,0.56,136680,0.435,1.5399999999999998e-05,9,0.121,-11.35,1,0.0396,87.21700000000001,4,0.733,22,85,[]
1966-01-02 03:00:00,1966,Four Tops,Reach Out I'll Be There,6tYIQpc9rX2wTBtb9Rh37K,0.33,0.621,177507,0.535,0.0,3,0.103,-10.053,0,0.0289,119.587,4,0.769,60,4,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'folk rock', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']"
1966-01-02 04:00:00,1966,Chris Montez,The More I See You,2FqVUZc8DSxibYFtTiOI26,0.8690000000000001,0.716,163920,0.412,0.0,3,0.0624,-12.064,1,0.0354,124.251,4,0.51,45,94,"['adult standards', 'brill building pop', 'bubblegum pop', 'merseybeat', 'rock-and-roll']"
1966-01-02 05:00:00,1966,Los Bravos,Black Is Black,6lazLV13sV8VNGJTjL4Zeu,0.239,0.575,176600,0.843,5.16e-06,2,0.0764,-5.931,1,0.0584,128.16899999999998,4,0.858,55,89,"['bubblegum pop', 'folk rock']"
1966-01-02 06:00:00,1966,Jimmy Ruffin,What Becomes Of The Brokenhearted,09Nlhtnn087cbbhMzuInxy,0.62,0.715,175693,0.423,0.0,7,0.568,-12.663,0,0.0306,98.623,4,0.596,58,14,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']"
1966-01-02 07:00:00,1966,? and The Mysterians,96 Tears,4v75K5mEyumdXCZU09kwAg,0.0589,0.6809999999999999,177427,0.499,6.39e-06,7,0.0743,-6.894,1,0.034,123.456,4,0.841,42,5,"['bubblegum pop', 'chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
1966-01-02 08:00:00,1966,Vogues,Five O'clock World,4lg6bxu4GlsfFDWit7V4jM,0.588,0.4970000000000001,137613,0.768,0.0,9,0.151,-6.4979999999999976,1,0.0361,126.763,4,0.8740000000000001,44,88,"['brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'sunshine pop']"
1966-01-02 09:00:00,1966,Gary Lewis and The Playboys,She's Just My Style,6qBnFI2eznBHyHjg9kBT4K,0.411,0.517,195280,0.685,0.0,9,0.0728,-8.666,1,0.027000000000000003,74.119,4,0.945,35,93,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
1966-01-02 10:00:00,1966,Tommy James and The Shondells,Hanky Panky,3uqEiaO6MUoM89nLSIs05c,0.411,0.6459999999999999,171688,0.911,0.000484,7,0.115,-6.228,0,0.101,126.122,4,0.895,48,19,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']"
1966-01-02 11:00:00,1966,Percy Sledge,When A Man Loves A Woman,51FpzuGkRYXFgsE2zXt9av,0.13,0.516,173867,0.15,0.0755,1,0.122,-20.41,1,0.0272,97.398,3,0.206,66,20,"['soul', 'southern soul']"
1966-01-02 12:00:00,1966,Sgt. Barry Sadler,The Ballad Of The Green Berets,0yjNmllr3Ew6f97TqPuEqa,0.782,0.715,146400,0.327,0.000344,0,0.625,-11.814,1,0.033,84.369,4,0.713,43,1,['military cadence']
1966-01-02 13:00:00,1966,Wilson Pickett,634-5789,5Ju2ZF0o78C89oFrAhvDIC,0.31,0.647,178586,0.388,0.000701,2,0.792,-11.92,1,0.0407,103.246,4,0.765,42,100,"['adult standards', 'brill building pop', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']"
1966-01-02 14:00:00,1966,Petula Clark,My Love,6O9C8DcsufnJuFQZiWJlUB,0.789,0.316,164982,0.8390000000000001,1.44e-06,9,0.35,-8.343,1,0.0485,169.90599999999995,4,0.509,21,22,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll']"
1966-01-02 15:00:00,1966,Young Rascals,Good Lovin',0XnhQGfqfi5CnZXcONJuI5,0.00206,0.252,150907,0.507,0.00057,2,0.325,-13.337,1,0.0442,196.49400000000003,4,0.816,55,17,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']"
1966-01-10 00:00:00,1966,Brenda Lee,Coming On Strong,3Htxny2KBYt7JaSnQPFSnQ,0.29100000000000004,0.5539999999999999,122640,0.382,0.0,0,0.4920000000000001,-13.601,1,0.0382,149.806,4,0.785,23,70,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']"
1966-01-11 00:00:00,1966,Crispian St. Peters,The Pied Piper,7ufnFt3fA9Ut2K0DILUZ34,0.112,0.6920000000000001,151667,0.7340000000000001,0.0,11,0.16399999999999998,-7.089,1,0.0465,125.436,4,0.963,41,69,"['british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll']"
1966-01-17 00:00:00,1966,Simon and Garfunkel,I Am A Rock,0byOqNZN9ailhoORv5Ps0Z,0.423,0.66,169520,0.611,1.11e-05,0,0.107,-10.309,1,0.0392,113.898,4,0.7490000000000001,60,51,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']"
1966-01-23 00:00:00,1966,Supremes,You Keep Me Hangin' On,4a01ClusxuZiloOK5UgLUn,0.284,0.682,163280,0.612,0.0,8,0.0783,-7.004,0,0.0381,127.647,4,0.845,59,30,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'folk rock', 'funk', 'motown', 'quiet storm', 'soul']"
1966-02-01 00:00:00,1966,Left Banke,Walk Away Renee,6utiXjyN4dWoMNEZa2skxn,0.735,0.405,164813,0.563,0.0,9,0.198,-7.313,1,0.033,117.777,4,0.5920000000000001,40,40,"['baroque pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'jangle pop', 'power pop', 'psychedelic rock']"
1966-02-04 00:00:00,1966,Peter and Gordon,Lady Godiva,1nneC7m6oPIo1JuCXPZyHa,0.77,0.633,147040,0.486,0.0,5,0.0536,-9.518,0,0.0319,124.69,4,0.7659999999999999,32,55,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']"
1966-02-04 01:00:00,1966,Peter and Gordon,Woman,7zd7QV2lCDGGmwOxMiULVY,0.0621,0.392,147827,0.552,0.0046700000000000005,11,0.0818,-9.217,1,0.0335,108.621,4,0.53,31,86,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']"
1966-02-10 00:00:00,1966,Johnny Rivers,Poor Side Of Town,60DmpUd1BnemzjASiUewnf,0.722,0.423,218387,0.467,2.38e-06,6,0.255,-12.194,0,0.0317,104.165,4,0.5529999999999999,39,9,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll']"
1966-02-18 00:00:00,1966,Supremes,My World Is Empty Without You,1kFCFfR5q4VO02KtYguXgh,0.248,0.466,154427,0.6759999999999999,3.22e-06,6,0.103,-9.378,0,0.112,88.68799999999996,4,0.845,50,81,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'folk rock', 'funk', 'motown', 'quiet storm', 'soul']"
1966-03-01 00:00:00,1966,Mama's and The Papa's,"Monday, Monday",3EFb1qDgIqf9MegIryKtDj,0.742,0.488,208293,0.464,0.0,1,0.57,-9.496,1,0.0284,109.853,4,0.7090000000000001,62,7,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']"
1966-03-01 01:00:00,1966,Mama's and The Papa's,California Dreamin',4s6LhHAV5SEsOV0lC2tjvJ,0.35200000000000004,0.552,162373,0.608,0.0,1,0.0533,-9.786,0,0.0345,112.367,4,0.637,75,10,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']"
1966-03-01 02:00:00,1966,Lovin' Spoonful,Daydream,3c06k9x6MHHdPQi3ix68yF,0.8340000000000001,0.8220000000000001,139093,0.332,0.0,1,0.11,-11.369000000000002,1,0.0506,110.802,4,0.8340000000000001,54,41,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'soft rock', 'traditional folk']"
1966-03-01 03:00:00,1966,Nancy Sinatra,These Boots Are Made For Walkin',2nwCO1PqpvyoFIvq3Vrj8N,0.483,0.74,166008,0.392,1.11e-06,9,0.0965,-11.996,1,0.0824,82.742,4,0.387,67,13,"['adult standards', 'brill building pop', 'folk rock', 'lounge', 'vocal jazz']"
1966-03-06 00:00:00,1966,Herman's Hermits,Dandy,5GmPGIGLkLdnWpnFGByia0,0.212,0.5579999999999999,123067,0.512,0.0,2,0.111,-10.016,1,0.0289,93.181,4,0.7020000000000001,16,91,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']"
1966-03-26 00:00:00,1966,James and Bobby Purify,I'm Your Puppet,6H8WMHCov3QGaPLbpOMpcJ,0.103,0.706,179960,0.516,0.00107,10,0.551,-8.378,1,0.032,94.428,4,0.748,51,46,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']"
1966-04-14 00:00:00,1966,Beach Boys,Barbara Ann,2KOt2JrCB720UxIbyzweQo,0.19,0.581,133893,0.669,0.0,6,0.243,-3.659,1,0.0385,78.07300000000002,4,0.926,58,79,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
1966-04-15 00:00:00,1966,Rolling Stones,Paint It Black,63T7DJ1AFDD6Bn8VzG6JE8,0.0493,0.464,202267,0.795,0.00244,1,0.399,-9.267,1,0.0926,158.691,4,0.612,77,21,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']"
1966-04-16 00:00:00,1966,Ray Charles,Crying Time,6Oq6Ikkkutg7DWqZdJ5pBm,0.614,0.529,192187,0.462,1.65e-05,7,0.14300000000000002,-5.915,1,0.0326,102.119,3,0.331,9,52,"['classic soul', 'quiet storm', 'southern soul', 'southern soul blues']"
1966-04-21 00:00:00,1966,Turtles,You Baby,6o2FF4ArSHzLaLNxWxUndK,0.0431,0.547,138493,0.7659999999999999,0.14400000000000002,11,0.184,-5.706,1,0.0775,135.263,4,0.8859999999999999,28,87,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']"
1966-05-01 00:00:00,1966,Frank Sinatra,Strangers In The Night,74VR3AkGPhbYXnxcOYa16x,0.5920000000000001,0.259,157867,0.473,0.0,5,0.201,-8.275,1,0.0295,90.348,4,0.539,66,15,"['adult standards', 'easy listening', 'lounge']"
1966-05-01 01:00:00,1966,Stevie Wonder,Uptight (Everything's Alright),5q5q7yDHiVkBnaivsda4TN,0.0287,0.61,175067,0.653,0.0,5,0.135,-9.956,0,0.0291,133.403,4,0.833,62,59,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']"
1966-05-01 02:00:00,1966,Standells,Dirty Water,3NINDFPIYnyT26cWWRomOQ,0.181,0.62,167253,0.7809999999999999,0.0,9,0.187,-5.938,1,0.0379,144.707,4,0.8640000000000001,48,49,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
1966-05-08 00:00:00,1966,Yardbirds,Shapes Of Things,4wUEyxnu0u0r5Ht2zLI79b,0.249,0.4320000000000001,145960,0.823,0.00639,0,0.0953,-9.216,1,0.116,132.21200000000002,4,0.38,45,99,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']"
1966-06-14 00:00:00,1966,Simon and Garfunkel,The Sounds Of Silence,3CepTOU9Y7FezTt0CF3lCw,0.165,0.436,184880,0.375,0.0,6,0.294,-13.856,1,0.0284,107.386,4,0.49,40,54,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']"
1966-06-16 00:00:00,1966,Beach Boys,Sloop John B,2ULL3VZf4WwBKO4vjwT7Bg,0.402,0.5670000000000001,180133,0.745,0.0,8,0.0873,-5.422999999999999,1,0.0264,125.575,4,0.903,61,61,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
1966-06-20 00:00:00,1966,Bob Dylan,Rainy Day Women #12 And 35,7BkAlVpGwXXl3sYNn5OoJ7,0.458,0.556,274067,0.5920000000000001,0.0,5,0.0637,-7.377999999999999,1,0.0338,94.889,4,0.5870000000000001,49,82,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']"
1966-07-01 00:00:00,1966,Hollies,Bus Stop,5rVj0WJEGMO0WQeX9GG4kh,0.103,0.601,174640,0.698,0.0,4,0.0893,-8.708,0,0.0313,136.263,4,0.787,54,45,"['adult standards', 'album rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'soft rock']"
1966-07-02 00:00:00,1966,Bobby Darin,If I Were A Carpenter,7wSmzAPYWzdx9tumx7acDe,0.305,0.5,142107,0.225,0.0531,7,0.135,-17.342,1,0.0313,76.242,4,0.271,25,73,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']"
1966-07-14 00:00:00,1966,Mindbenders,A Groovy Kind Of Love,7h5PXB4xvQGCgTufEyLOqA,0.0005639999999999999,0.391,119587,0.65,0.0,9,0.0957,-7.044,1,0.0301,97.175,4,0.654,29,34,"['bubblegum pop', 'folk rock', 'merseybeat']"
1966-07-20 00:00:00,1966,Lou Christie,Lightnin' Strikes,2OQhFe5jjTnMWaaDRZxz31,0.611,0.619,181493,0.654,0.0,3,0.14400000000000002,-8.46,1,0.0652,134.293,4,0.688,40,23,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
1966-07-24 00:00:00,1966,Slim Harpo,Baby Scratch My Back,4BbLz6pVP5oXl2plR7HLMZ,0.8029999999999999,0.802,173600,0.455,0.585,5,0.0607,-11.673,1,0.0537,122.853,4,0.932,34,92,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rhythm and blues', 'swamp blues', 'traditional blues']"
1966-07-25 00:00:00,1966,Troggs,Wild Thing,7jGzYUZ2Bgg8BDfYlQRfn8,0.741,0.453,155333,0.6579999999999999,0.0288,9,0.135,-13.472,1,0.0539,203.871,4,0.7609999999999999,62,24,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']"
1966-07-26 00:00:00,1966,Paul Revere and The Raiders,Hungry,25nU5mxSzlzyOXzeqx4c5j,0.103,0.546,173840,0.6859999999999999,0.0,10,0.212,-8.031,1,0.0412,131.151,4,0.555,45,97,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock']"
1966-08-05 00:00:00,1966,Beatles,Yellow Submarine,50xwQXPtfNZFKFeZ0XePWc,0.531,0.604,158880,0.5489999999999999,0.0,1,0.438,-9.873,1,0.0389,111.398,4,0.696,65,96,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
1966-08-16 00:00:00,1966,Happenings,See You In September,4CKGv3wy62FEsU6PiRQfUf,0.8590000000000001,0.536,147278,0.394,0.0,9,0.362,-10.111,1,0.0277,128.998,4,0.7979999999999999,31,29,"['brill building pop', 'bubblegum pop', 'merseybeat']"
1966-08-23 00:00:00,1966,Deon Jackson,Love Makes The World Go Round,21VLdDtdwjJHuc4S07FKoB,0.7170000000000001,0.6659999999999999,152440,0.337,0.0,5,0.094,-12.904000000000002,0,0.0511,121.128,4,0.593,33,68,[]
1966-08-25 00:00:00,1966,Supremes,You Can't Hurry Love,1OppEieGNdItZbE14gLBEv,0.299,0.63,167933,0.711,0.0,10,0.0813,-9.34,1,0.0472,96.912,4,0.659,73,8,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'folk rock', 'funk', 'motown', 'quiet storm', 'soul']"
1966-08-26 00:00:00,1966,Donovan,Sunshine Superman,4qvxbMYS7vIra7JTxYW7pt,0.173,0.605,195747,0.578,5.15e-05,1,0.0948,-9.252,1,0.0316,133.721,4,0.655,41,26,"['art rock', 'brill building pop', 'british folk', 'british invasion', 'classic rock', 'country rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic folk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter', 'singer-songwriter', 'soft rock', 'traditional folk']"
1966-08-31 00:00:00,1966,Temptations,Beauty Is Only Skin Deep,5igKwBONSuxkQ99H0hk7Ut,0.093,0.655,144507,0.547,0.0,0,0.0618,-4.862,1,0.0425,119.902,4,0.628,33,65,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
1966-09-01 00:00:00,1966,Sandy Posey,Born A Woman,6SSBWjGwdBmwhmtOYVL0Pn,0.825,0.853,114040,0.414,0.00016299999999999998,0,0.172,-11.52,1,0.0374,116.448,4,0.969,19,37,"['brill building pop', 'merseybeat', 'nashville sound']"
1966-09-08 00:00:00,1966,Lee Dorsey,Working In The Coal Mine,0mdZ4B9JIUKQKsYkLsoMzu,0.649,0.765,169773,0.493,0.0,10,0.0557,-9.062,1,0.0751,142.733,4,0.923,38,76,"['classic soul', 'funk', 'new orleans funk', 'rhythm and blues', 'rock-and-roll', 'soul']"
1966-09-18 00:00:00,1966,Beach Boys,Good Vibrations,5t9KYe0Fhd5cW6UYT4qP8f,0.326,0.396,219027,0.473,0.000124,10,0.109,-7.67,0,0.0345,133.44899999999998,4,0.385,70,33,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
1966-10-01 00:00:00,1966,Herb Alpert and The Tijuana Brass,Zorba The Greek,3WLEVNohakzZmMpN5W7mHK,0.154,0.531,264853,0.642,0.279,5,0.0584,-12.702,1,0.32299999999999995,82.10700000000001,4,0.192,34,98,"['adult standards', 'easy listening', 'lounge']"
1966-10-05 00:00:00,1966,Sam The Sham and The Pharaohs,Lil' Red Riding Hood,5gLYu6fQRcxnLK5VFOUaWh,0.715,0.754,161160,0.392,0.0,2,0.0999,-9.583,1,0.0346,122.279,4,0.586,34,31,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'protopunk', 'rock-and-roll', 'surf music']"
1966-10-10 00:00:00,1966,Simon and Garfunkel,Homeward Bound,4Xl2PrS3DJqqSKXCo6Uhv9,0.8290000000000001,0.485,149613,0.38,0.0,3,0.103,-11.773,1,0.034,92.933,4,0.531,65,56,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']"
1966-10-10 01:00:00,1966,Monkees,Last Train To Clarksville,20wbR4HxNaR4gWjMLQvUp2,0.0305,0.239,164093,0.618,0.0,0,0.721,-8.464,1,0.033,197.499,4,0.6829999999999999,48,6,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']"
1966-11-01 00:00:00,1966,Lovin' Spoonful,Summer In The City,7AzFID6u1b3zIWbd9pb8Dk,0.0592,0.423,160307,0.6809999999999999,0.000177,10,0.0889,-9.756,1,0.0397,110.461,4,0.5589999999999999,62,11,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'soft rock', 'traditional folk']"
1966-11-01 01:00:00,1966,Lovin' Spoonful,Did You Ever Have To Make Up Your Mind?,06YcuDoEZvMcxgzvtzJTz4,0.7609999999999999,0.789,119373,0.501,0.0,7,0.181,-9.064,1,0.0342,120.214,4,0.945,38,57,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'soft rock', 'traditional folk']"
1966-11-13 00:00:00,1966,Beatles,Paperback Writer,0Ui8KPWZbJJQ2Y0CIQuVqX,0.147,0.472,138200,0.856,2.78e-06,7,0.595,-6.03,1,0.0562,78.696,4,0.841,62,28,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
